Democrat Strength Rating,State,State Abbreviation,CD#,2018 Cook PVI Score,2018 Winner,Party,flipped_seat,Dem Votes,GOP Votes,Other Votes,Dem %,GOP %,Other %,Dem Margin,2016 Clinton Margin,Swing vs. 2016 Prez,2016 Total Votes Cast,Raw Votes vs. 2016,Final?,2012 Winner,2016 winner,Pre-Election Rating,PVI Performance,Hold/ Flip,Clinton Vote Share,Trump Vote Share,Obama 2012,Romney 2012,Obama 2008,McCain 2008,2016-2012,2016-2008,2012-2008,City Lab Congressional Index,,Type of District,dense_suburban,pure_urban,pure_urban,rural_suburban_mix,sparse_suburban,urban_suburban_mix,flipped_seat,,,,,
89,California,CA,30,18,Brad Sherman,D,,"191,573","69,420",0,73.40%,26.60%,0.00%,46.80%,43.40%,3.40%,"302,821",86.20%,x,Obama ,Clinton,Solid D,28.8,D Hold,69.1,25.7,65.3,32.1,66,31,3.8,3.1,0.7,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
57,Tennessee,TN,9,28,Steve Cohen,D,,"145,139","34,901","1,436",80.00%,19.20%,0.80%,60.70%,57.30%,3.40%,"224,115",81.00%,x,Obama ,Clinton,Solid D,32.7,D Hold,77.5,19.8,78.4,20.9,77,22.5,0.9,0.5,1.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
22,New York,NY,15,44,Jose E. Serrano,D,,"124,469","5,205",0,96.00%,4.00%,0.00%,92.00%,88.60%,3.40%,"191,894",67.60%,x,Obama ,Clinton,Solid D,48,D Hold,93.8,4.9,96.7,3,95,5,2.9,1.2,1.7,Pure urban,,3,0,0,1,0,0,0,,,,,,
340,Idaho,ID,2,-17,Mike Simpson,R,,"110,381","170,274",0,39.30%,60.70%,0.00%,-21.30%,-24.70%,3.40%,"330,594",84.90%,x,Romney,Trump,Solid R,4.3,R Hold,29.8,54.5,33.1,64.1,37.1,60.5,3.3,7.3,4,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
55,Illinois,IL,2,29,Robin Kelly,D,,"190,684","44,567",0,81.10%,18.90%,0.00%,62.10%,58.60%,3.50%,"305,228",77.10%,x,Obama ,Clinton,Solid D,33.1,D Hold,78,19.1,80.7,18.5,81.1,18.2,2.7,3.1,0.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
354,Texas,TX,5,-16,Lance Gooden,R,,"78,666","130,617",224,37.50%,62.30%,0.10%,-24.80%,-28.30%,3.50%,"233,340",89.80%,x,Romney,Trump,Solid R,8.8,R Hold,34.3,62.7,34.4,64.5,37,62,0.1,2.7,2.6,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
282,Washington,WA,5,-8,Cathy McMorris Rodgers,R,,"144,925","175,422",0,45.20%,54.80%,0.00%,-9.50%,-13.00%,3.50%,"319,560",100.20%,x,Romney,Trump,Likely R,1.5,R Hold,39.1,52.2,43.7,53.5,46.3,51.2,4.6,7.2,2.6,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
175,California,CA,3,5,John Garamendi,D,,"134,875","97,376",0,58.10%,41.90%,0.00%,16.10%,12.50%,3.60%,"263,803",88.00%,x,Obama ,Clinton,Solid D,11.1,D Hold,53,40.4,54.3,43.1,55,42,1.3,2,0.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
405,Mississippi,MS,4,-21,St0 Palazzo,R,,"68,787","152,633","2,312",30.70%,68.20%,1.00%,-37.50%,-41.10%,3.60%,"283,455",78.90%,x,Romney,Trump,Solid R,16.5,R Hold,28.2,69.4,31.2,67.6,31.1,67.9,3,2.9,0.1,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
213,Texas,TX,7,-7,Lizzie Fletcher,D,1,"127,959","115,642",0,52.50%,47.50%,0.00%,5.10%,1.40%,3.70%,"258,953",94.10%,x,Romney,Clinton,Toss Up,12.1,D Flip,48.5,47.1,38.6,59.9,40,59,9.9,8.5,1.4,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
382,Missouri,MO,4,-17,Vicky Hartzler,R,,"95,968","190,138","7,210",32.70%,64.80%,2.50%,-32.10%,-35.80%,3.70%,"341,135",86.00%,x,Romney,Trump,Solid R,15.1,R Hold,29.3,65.3,36.4,61.2,41.9,56.5,7.1,12.6,5.5,Pure rural,,0,0,1,0,0,0,0,,,,,,
410,Ohio,OH,6,-16,Bill Johnson,R,,"76,716","172,774",0,30.70%,69.30%,0.00%,-38.50%,-42.30%,3.80%,"322,137",77.40%,x,Romney,Trump,Solid R,22.5,R Hold,26.7,69.3,42.7,55.2,44.7,53.1,16,18,2,Pure rural,,0,0,1,0,0,0,0,,,,,,
258,Michigan,MI,6,-4,Fred Upton,R,,"134,082","147,436","11,920",45.70%,50.20%,4.10%,-4.60%,-8.40%,3.80%,"332,772",88.20%,x,Romney,Trump,Likely R,0.6,R Hold,42.9,51.3,48.8,50.2,53.1,45.2,5.9,10.2,4.3,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
215,New Jersey,NJ,7,-3,Tom Malinowski,D,1,"166,985","150,785","4,972",51.70%,46.70%,1.50%,5.00%,1.10%,3.90%,"371,585",86.90%,x,Romney,Clinton,Likely D,8,D Flip,48.6,47.5,46.3,52.5,47.2,51.6,2.3,1.4,0.9,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
285,Texas,TX,3,-13,Van Taylor,R,,"138,234","169,520","4,757",44.20%,54.20%,1.50%,-10.00%,-13.90%,3.90%,"324,304",96.40%,x,Romney,Trump,Solid R,3,R Hold,40.6,54.8,34.2,64.3,37,61,6.4,3.6,2.8,Dense suburban,,0,1,0,0,0,0,0,,,,,,
276,Colorado,CO,3,-6,Scott Tipton,R,,"146,426","173,205","16,570",43.60%,51.50%,4.90%,-8.00%,-11.90%,3.90%,"377,176",89.10%,x,Romney,Trump,Likely R,2,R Hold,40,52,45.8,51.8,48.4,49.9,5.8,8.4,2.6,Pure rural,,0,0,1,0,0,0,0,,,,,,
263,California,CA,22,-8,Devin Nunes,R,,"105,136","117,243",0,47.30%,52.70%,0.00%,-5.40%,-9.30%,3.90%,"243,929",91.20%,x,Romney,Trump,Solid R,2.6,R Hold,42.6,52.1,41.6,56.6,42,55,1,0.6,0.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
267,Florida,FL,15,-6,Ross Spano,R,,"134,132","151,380",20,47.00%,53.00%,0.00%,-6.00%,-10.00%,4.00%,"334,514",85.40%,x,Romney,Trump,Lean R,0,R Hold,43.1,53.1,46.6,52.2,46.7,52.1,3.5,3.6,0.1,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
289,North Carolina,NC,8,-8,Richard Hudson,R,,"114,119","141,402",0,44.70%,55.30%,0.00%,-10.70%,-14.80%,4.10%,"334,724",76.30%,x,Romney,Trump,Likely R,2.7,R Hold,41.1,56.1,44.4,54.7,45.3,53.9,3.3,4.2,0.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
111,New Jersey,NJ,12,16,Bonnie Watson Coleman,D,,"173,334","79,041",0,68.70%,31.30%,0.00%,37.40%,33.20%,4.20%,"314,721",80.20%,x,Obama ,Clinton,Solid D,21.4,D Hold,65,31.8,66.5,32.4,65.7,33.3,1.5,0.7,0.8,Dense suburban,,0,1,0,0,0,0,0,,,,,,
428,Kentucky,KY,5,-31,Hal Rogers,R,,"45,890","172,093",34,21.00%,78.90%,0.00%,-57.90%,-62.10%,4.20%,"278,451",78.30%,x,Romney,Trump,Solid R,26.9,R Hold,17.5,79.6,23.2,75,31.6,66.6,5.7,14.1,8.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
393,Tennessee,TN,7,-20,Mark Green,R,,"81,661","170,071","2,652",32.10%,66.90%,1.00%,-34.80%,-39.00%,4.20%,"293,684",86.60%,x,Romney,Trump,Solid R,14.8,R Hold,28.2,67.5,32.9,65.7,36.3,62.4,4.7,8.1,3.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
163,Texas,TX,15,7,Vicente Gonzalez,D,,"98,333","63,862","2,607",59.70%,38.80%,1.60%,20.90%,16.60%,4.30%,"185,819",88.70%,x,Obama ,Clinton,Solid D,13.9,D Hold,56.7,40,57.4,41.5,57,42,0.7,0.3,0.4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
416,Illinois,IL,15,-21,John Shimkus,R,,"74,309","181,294",5,29.10%,70.90%,0.00%,-41.90%,-46.20%,4.30%,"320,524",79.70%,x,Romney,Trump,Solid R,20.9,R Hold,24.5,70.7,34.1,63.9,42.8,55.4,9.6,18.3,8.7,Pure rural,,0,0,1,0,0,0,0,,,,,,
397,Kentucky,KY,2,-19,Brett Guthrie,R,,"79,964","171,700","5,681",31.10%,66.70%,2.20%,-35.60%,-39.90%,4.30%,"324,647",79.30%,x,Romney,Trump,Solid R,16.6,R Hold,27.6,67.5,35.1,63.3,37.2,61.5,7.5,9.6,2.1,Pure rural,,0,0,1,0,0,0,0,,,,,,
139,Illinois,IL,11,9,Bill Foster,D,,"145,407","82,358",0,63.80%,36.20%,0.00%,27.70%,23.30%,4.40%,"282,906",80.50%,x,Obama ,Clinton,Solid D,18.7,D Hold,58.9,35.4,57.8,40.6,61.3,37.5,1.1,2.4,3.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
381,Pennsylvania,PA,12,-17,Tom Marino,R,,"82,825","161,047",0,34.00%,66.00%,0.00%,-32.10%,-36.50%,4.40%,"306,841",79.50%,x,Romney,Trump,Solid R,15.1,R Hold,29.7,66.1,36.8,61.5,41.7,57,7.1,12,4.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
297,Florida,FL,6,-7,Michael Waltz,R,,"145,758","187,891",0,43.70%,56.30%,0.00%,-12.60%,-17.00%,4.40%,"379,798",87.80%,x,Romney,Trump,Likely R,5.6,R Hold,39.9,56.9,46.6,52.2,50.1,48.7,6.7,10.2,3.5,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
270,Arkansas,AR,2,-7,French Hill,R,,"116,135","132,125","5,193",45.80%,52.10%,2.00%,-6.30%,-10.70%,4.40%,"306,974",82.60%,x,Romney,Trump,Likely R,0.7,R Hold,41.7,52.4,42.9,54.7,44.3,53.8,1.2,2.6,1.4,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
98,South Carolina,SC,6,19,Jim Clyburn,D,,"144,765","58,282","3,386",70.10%,28.20%,1.60%,41.90%,37.40%,4.50%,"264,993",77.90%,x,Obama ,Clinton,Solid D,22.9,D Hold,66.8,30.3,70.9,28.1,70.1,28.9,4.1,3.3,0.8,Pure rural,,0,0,1,0,0,0,0,,,,,,
414,Pennsylvania,PA,13,-22,John Joyce,R,,"74,733","178,533",0,29.50%,70.50%,0.00%,-41.00%,-45.50%,4.50%,"319,516",79.30%,x,Romney,Trump,Sold R,19,R Hold,25.5,71.2,32.1,66.6,37,61.8,6.6,11.5,4.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
275,Texas,TX,6,-9,Ron Wright,R,,"116,350","135,961","3,731",45.40%,53.10%,1.50%,-7.70%,-12.20%,4.50%,"276,953",92.40%,x,Romney,Trump,Solid R,1.3,R Hold,41.9,54.2,40.8,57.9,42,57,1.1,0.1,1.2,Dense suburban,,0,1,0,0,0,0,0,,,,,,
271,Virginia,VA,5,-6,Denver Riggleman,R,,"145,040","165,339",547,46.60%,53.20%,0.20%,-6.50%,-11.00%,4.50%,"367,564",84.60%,x,Romney,Trump,Lean R,0.5,R Hold,42.3,53.4,45.9,52.5,46.8,52.2,3.6,4.5,0.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
241,Illinois,IL,13,-3,Rodney Davis,R,,"134,458","136,516",7,49.60%,50.40%,0.00%,-0.80%,-5.30%,4.50%,"324,539",83.50%,x,Romney,Trump,Likely R,2.2,R Hold,44.2,49.7,48.6,48.9,54.6,43.6,4.4,10.4,6,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
208,Texas,TX,32,-5,Colin Allred,D,1,"144,067","126,101","5,452",52.30%,45.80%,2.00%,6.50%,1.90%,4.60%,"278,463",99.00%,x,Romney,Clinton,Toss Up,11.5,D Flip,48.5,46.6,41.5,57,44,55,7,4.5,2.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
108,Maryland,MD,8,14,Jamie Raskin,D,,"217,679","96,525","5,126",68.20%,30.20%,1.60%,37.90%,33.30%,4.60%,"369,004",86.50%,x,Obama ,Clinton,Solid D,23.9,D Hold,65,30.6,62,36,62.8,35.6,3,2.2,0.8,Dense suburban,,0,1,0,0,0,0,0,,,,,,
62,Georgia,GA,4,24,Hank Johnson,D,,"227,717","61,092",0,78.80%,21.20%,0.00%,57.70%,53.10%,4.60%,"298,663",96.70%,x,Obama ,Clinton,Solid D,33.7,D Hold,75.3,22.2,73.6,25.6,73.2,26.3,1.7,2.1,0.4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
197,Arizona,AZ,2,-1,Ann Kirkpatrick,D,,"161,000","133,083",69,54.70%,45.20%,0.00%,9.50%,4.80%,4.70%,"321,540",91.50%,x,Romney,Clinton,Solid D,10.5,D Flip,49.6,44.7,48.4,49.9,48.9,49.8,1.2,0.7,0.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
367,Indiana,IN,8,-15,Larry Bucshon,R,,"86,895","157,396",0,35.60%,64.40%,0.00%,-28.90%,-33.60%,4.70%,"301,334",81.10%,x,Romney,Trump,Solid R,13.9,R Hold,30.9,64.6,39.6,58.4,48.1,50.6,8.7,17.2,8.5,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
308,South Carolina,SC,2,-12,Joe Wilson,R,,"109,199","144,642","3,298",42.50%,56.30%,1.30%,-13.80%,-18.60%,4.80%,"311,355",82.60%,x,Romney,Trump,Solid R,1.8,R Hold,38.6,56.3,39.4,59.1,39.4,59.5,0.8,0.8,0,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
255,Texas,TX,10,-9,Michael McCaul,R,,"144,034","157,166","6,627",46.80%,51.10%,2.20%,-4.30%,-9.10%,4.80%,"317,561",96.90%,x,Romney,Trump,Solid R,4.7,R Hold,43.2,52.3,38.8,59.1,43,56,4.4,0.2,4.2,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
45,Illinois,IL,4,33,Chuy Garcia,D,,"143,895","22,294",0,86.60%,13.40%,0.00%,73.20%,68.30%,4.90%,"211,143",78.70%,x,Obama ,Clinton,Solid D,40.2,D Hold,82.1,13.2,80.9,17.1,80.5,18.2,1.2,1.6,0.4,Pure urban,,0,0,0,0,0,0,0,,,,,,
79,Colorado,CO,1,21,Diana DeGette,D,,"272,886","85,207","11,622",73.80%,23.00%,3.10%,50.80%,45.80%,5.00%,"401,981",92.00%,x,Obama ,Clinton,Solid D,29.8,D Hold,69,23.2,69,28.8,70.9,27.6,0,1.9,1.9,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
299,North Carolina,NC,7,-9,David Rouzer,R,,"120,838","156,809","4,665",42.80%,55.50%,1.70%,-12.70%,-17.70%,5.00%,"361,079",78.20%,x,Romney,Trump,Likely R,3.7,R Hold,39.9,57.6,43.2,55.9,44.6,54.6,3.3,4.7,1.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
296,Michigan,MI,2,-9,Bill Huizenga,R,,"131,254","168,970","5,239",43.00%,55.30%,1.70%,-12.30%,-17.30%,5.00%,"350,571",87.10%,x,Romney,Trump,Solid R,3.3,R Hold,38.2,55.8,43.1,56,48,50.3,4.9,9.8,4.9,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
138,California,CA,52,6,Scott Peters,D,,"188,992","107,015",0,63.80%,36.20%,0.00%,27.70%,22.60%,5.10%,"329,258",89.90%,x,Obama ,Clinton,Solid D,21.7,D Hold,58.1,35.6,52.1,45.7,55,43,6,3.1,2.9,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
40,New Jersey,NJ,10,36,Donald Payne Jr.,D,,"175,253","20,191","4,715",87.60%,10.10%,2.40%,77.50%,72.40%,5.10%,"274,361",73.00%,x,Obama ,Clinton,Solid D,41.5,D Hold,85.2,12.8,87.9,11.5,84.9,14.6,2.7,0.3,3,Pure urban,,0,0,0,0,0,0,0,,,,,,
420,Oklahoma,OK,3,-27,Frank Lucas,R,,"61,152","172,913",0,26.10%,73.90%,0.00%,-47.70%,-52.80%,5.10%,"293,417",79.80%,x,Romney,Trump,Solid R,20.7,R Hold,20.9,73.6,26.1,73.9,27.1,72.9,5.2,6.2,1,Pure rural,,0,0,1,0,0,0,0,,,,,,
331,Virginia,VA,6,-13,Ben Cline,R,,"113,133","167,957",287,40.20%,59.70%,0.10%,-19.50%,-24.60%,5.10%,"347,830",80.90%,x,Romney,Trump,Solid R,6.5,R Hold,34.9,59.7,39.5,58.8,41.2,57.7,4.6,6.3,1.7,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
69,Texas,TX,33,23,Marc Veasey,D,,"90,805","26,120","2,299",76.20%,21.90%,1.90%,54.30%,49.10%,5.20%,"129,867",91.80%,x,Obama ,Clinton,Solid D,31.3,D Hold,72.9,23.7,72,27.1,69,31,0.9,3.9,3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
58,New Jersey,NJ,8,27,Albio Sires,D,,"119,881","28,725","4,849",78.10%,18.70%,3.20%,59.40%,54.20%,5.20%,"229,953",66.70%,x,Obama ,Clinton,Solid D,32.4,D Hold,75.7,21.5,78.3,20.8,73.2,26,2.6,2.5,5.1,Pure urban,,0,0,0,0,0,0,0,,,,,,
390,Florida,FL,1,-22,Matt Gaetz,R,,"106,199","216,189",0,32.90%,67.10%,0.00%,-34.10%,-39.30%,5.20%,"380,098",84.80%,x,Romney,Trump,Solid R,12.1,R Hold,28.2,67.5,30.1,68.5,32,66.8,1.9,3.8,1.9,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
185,California,CA,49,-1,Mike Levin,D,,"166,453","128,577",0,56.40%,43.60%,0.00%,12.80%,7.50%,5.30%,"314,717",93.70%,x,Romney,Clinton,Solid D,13.8,D Flip,50.7,43.2,45.7,52.2,49,48,5,1.7,3.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
145,Colorado,CO,2,9,Joe Neguse,D,,"259,608","144,901","26,256",60.30%,33.60%,6.10%,26.60%,21.30%,5.30%,"470,864",91.50%,x,Obama ,Clinton,Solid D,17.6,D Hold,56.2,34.9,57.9,39.5,61.2,37.2,1.7,5,3.3,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
144,Virginia,VA,4,10,Don McEachin,D,,"187,642","107,706","4,506",62.60%,35.90%,1.50%,26.70%,21.40%,5.30%,"364,550",82.30%,x,Obama ,Clinton,Solid D,16.7,D Hold,58.7,37.1,60.3,38.5,60.1,39.1,1.6,1.4,0.2,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
94,Virginia,VA,11,15,Gerry Connolly,D,,"219,191","83,023","6,051",71.10%,26.90%,2.00%,44.20%,38.90%,5.30%,"361,492",85.30%,x,Obama ,Clinton,Solid D,29.2,D Hold,66.9,27.5,62.5,36.3,60.7,38.5,4.4,6.2,1.8,Dense suburban,,0,1,0,0,0,0,0,,,,,,
43,New York,NY,12,31,Carolyn Maloney,D,,"217,430","30,446","3,726",86.40%,12.10%,1.50%,74.30%,69.00%,5.30%,"310,302",81.10%,x,Obama ,Clinton,Solid D,43.3,D Hold,83.3,13.5,76.9,21.5,80,19,6.4,3.3,3.1,Pure urban,,0,0,0,0,0,0,0,,,,,,
370,Indiana,IN,3,-18,Jim Banks,R,,"86,610","158,927",0,35.30%,64.70%,0.00%,-29.50%,-34.80%,5.30%,"292,911",83.80%,x,Romney,Trump,Solid R,11.5,R Hold,30.1,65.1,35.7,62.5,43,56,5.6,12.9,7.3,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
206,California,CA,48,-4,Harley Rouda,D,1,"157,837","136,899",0,53.60%,46.40%,0.00%,7.10%,1.70%,5.40%,"320,018",92.10%,x,Romney,Clinton,Lean D,11.1,D Flip,47.9,46.2,43,54.7,46,51,4.9,1.9,3,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
54,Missouri,MO,1,29,Lacy Clay,D,,"219,781","45,867","8,727",80.10%,16.70%,3.20%,63.40%,58.00%,5.40%,"320,522",85.60%,x,Obama ,Clinton,Solid D,34.4,D Hold,77,18.8,79.9,18.9,80.3,18.6,2.9,3.3,0.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
52,New York,NY,10,26,Jerrold Nadler,D,,"173,095","37,619",0,82.10%,17.90%,0.00%,64.30%,58.90%,5.40%,"264,801",79.60%,x,Obama ,Clinton,Solid D,38.3,D Hold,78.3,18.8,73.6,25,76,23,4.7,2.3,2.4,Pure urban,,0,0,0,0,0,0,0,,,,,,
409,Alabama,AL,6,-26,Gary Palmer,R,,"85,644","192,542",142,30.80%,69.20%,0.10%,-38.40%,-43.80%,5.40%,"335,943",82.80%,x,Romney,Trump,Solid R,12.4,R Hold,26.1,70.8,24.7,74.3,25,74.1,1.4,1.1,0.3,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
324,North Carolina,NC,10,-12,Patrick McHenry,R,,"113,259","164,969",0,40.70%,59.30%,0.00%,-18.60%,-24.00%,5.40%,"361,149",77.00%,x,Romney,Trump,Solid R,6.6,R Hold,36.4,61,40.4,58.5,41.6,57.4,4,5.2,1.2,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
78,Texas,TX,29,19,Sylvia Garcia,D,,"88,188","28,098","1,208",75.10%,23.90%,1.00%,51.10%,45.60%,5.50%,"133,934",87.70%,x,Obama ,Clinton,Solid D,32.1,D Hold,71.1,25.4,65.9,33,62,37,5.2,9.1,3.9,Dense suburban,,0,1,0,0,0,0,0,,,,,,
364,Alabama,AL,3,-16,Mike Rogers,R,,"83,996","147,770",149,36.20%,63.70%,0.10%,-27.50%,-33.00%,5.50%,"291,243",79.60%,x,Romney,Trump,Solid R,11.5,R Hold,32.3,65.3,36.8,62.3,36.6,62.6,4.5,4.3,0.2,Pure rural,,0,0,1,0,0,0,0,,,,,,
350,South Dakota,SD,1,-14,Dusty Johnson,R,,"121,033","202,695","12,237",36.00%,60.30%,3.60%,-24.30%,-29.80%,5.50%,"370,093",90.80%,x,Romney,Trump,Solid R,10.3,R Hold,31.7,61.5,39.9,57.9,44.7,53.2,8.2,13,4.8,Pure rural,,0,0,1,0,0,0,0,,,,,,
223,Virginia,VA,2,-3,Elaine Luria,D,1,"139,571","133,458",371,51.10%,48.80%,0.10%,2.20%,-3.40%,5.60%,"326,766",83.70%,x,Romney,Trump,Toss Up,5.2,D Flip,45.4,48.8,48.2,50.5,47.9,51.1,2.8,2.5,0.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
162,Maryland,MD,6,6,David Trone,D,,"163,346","105,209","8,529",59.00%,38.00%,3.10%,21.00%,15.40%,5.60%,"337,363",82.10%,x,Obama ,Clinton,Solid D,15,D Hold,55.3,40.2,55.2,42.8,56.3,42,0.1,1,1.1,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
112,Minnesota,MN,4,14,Betty McCollum,D,,"216,865","97,747","14,003",66.00%,29.70%,4.30%,36.20%,30.60%,5.60%,"367,654",89.40%,x,Obama ,Clinton,Solid D,22.2,D Hold,61.5,30.6,62.5,35.5,62.6,35.5,1,1.1,0.1,Dense suburban,,0,1,0,0,0,0,0,,,,,,
292,Wisconsin,WI,6,-8,Glenn Grothman,R,,"144,536","180,311",0,44.50%,55.50%,0.00%,-11.00%,-16.60%,5.60%,"371,109",87.50%,x,Romney,Trump,Solid R,3,R Hold,38.8,55.7,45.8,53.1,49.4,49.3,7,10.6,3.6,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
224,Iowa,IA,3,-1,Cindy Axne,D,1,"175,642","167,933","12,666",49.30%,47.10%,3.60%,2.20%,-3.50%,5.70%,"402,164",88.60%,x,Obama ,Trump,Lean D,3.2,D Flip,45,48.5,51.4,47.2,52.4,46.3,6.4,7.4,1,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
134,Connecticut,CT,1,12,John Larson,D,,"175,087","96,024","3,029",63.90%,35.00%,1.10%,28.80%,23.10%,5.70%,"329,238",83.30%,x,Obama ,Clinton,Solid D,16.8,D Hold,59.4,36.3,63.3,35.6,65.8,32.9,3.9,6.4,2.5,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
421,Missouri,MO,8,-24,Jason Smith,R,,"66,151","194,042","4,206",25.00%,73.40%,1.60%,-48.40%,-54.20%,5.80%,"318,514",83.00%,x,Romney,Trump,Solid R,24.4,R Hold,21,75.4,32,65.9,38.3,60,11,17.3,6.3,Pure rural,,0,0,1,0,0,0,0,,,,,,
369,Tennessee,TN,3,-18,Chuck Fleischmann,R,,"84,731","156,512","4,522",34.50%,63.70%,1.80%,-29.20%,-35.00%,5.80%,"278,072",88.40%,x,Romney,Trump,Solid R,11.2,R Hold,30.2,65.4,35.1,63.3,37.3,61.3,4.9,7.1,2.2,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
366,Indiana,IN,4,-17,Jim Baird,R,,"87,824","156,539",0,35.90%,64.10%,0.00%,-28.10%,-33.90%,5.80%,"304,049",80.40%,x,Romney,Trump,Solid R,11.1,R Hold,30.2,64.3,36.9,60.9,44.6,54.2,6.7,14.4,7.7,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
334,Texas,TX,26,-18,Michael Burgess,R,,"121,938","185,551","5,016",39.00%,59.40%,1.60%,-20.40%,-26.20%,5.80%,"322,035",97.00%,x,Romney,Trump,Solid R,2.4,R Hold,34.4,60.9,30.7,67.6,35,64,3.7,0.6,4.3,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
135,Massachusetts,MA,3,9,Lori Trahan,D,,"173,175","93,445","12,707",62.00%,33.50%,4.50%,28.50%,22.50%,6.00%,"354,367",78.80%,x,Obama ,Clinton,Solid D,19.5,D Hold,58.2,35.4,56.9,41.4,58.8,39.4,1.3,0.6,1.9,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
280,Texas,TX,25,-11,Roger Williams,R,,"136,385","163,023","5,145",44.80%,53.50%,1.70%,-8.70%,-14.70%,6.00%,"315,361",96.60%,x,Romney,Trump,Solid R,2.3,R Hold,40.2,55.1,37.8,59.9,43,56,2.4,2.8,5.2,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
264,North Carolina,NC,2,-7,George Holding,R,,"151,977","170,072","9,655",45.80%,51.30%,2.90%,-5.50%,-11.50%,6.00%,"397,196",83.50%,x,Romney,Trump,Likely R,1.5,R Hold,43.6,53.2,43,56,44.8,54.3,0.6,1.2,1.8,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
74,Oregon,OR,3,24,Earl Blumenauer,D,,"279,019","76,187","29,120",72.60%,19.80%,7.60%,52.80%,46.70%,6.10%,"412,761",93.10%,x,Obama ,Clinton,Safe D,28.8,D Hold,70.7,22.5,72,24.7,72.9,24.3,1.3,2.2,0.9,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
320,Colorado,CO,5,-14,Doug Lamborn,R,,"126,848","184,002","11,866",39.30%,57.00%,3.70%,-17.70%,-23.90%,6.20%,"371,829",86.80%,x,Romney,Trump,Likely R,3.7,R Hold,33.2,57.2,38.3,59.1,39.7,58.8,5.1,6.5,1.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
278,New York,NY,23,-6,Tom Reed,R,,"109,932","130,323",0,45.80%,54.20%,0.00%,-8.50%,-14.70%,6.20%,"293,287",81.90%,x,Romney,Trump,Likely R,2.5,R Hold,39.7,54.5,48.4,49.6,50,49,8.7,10.3,1.6,Pure rural,,0,0,1,0,0,0,0,,,,,,
